2021-03-01, HSI Co. Assumes 80 Constituents' Mkt Value to Grow 25% to Nearly $33.4T; 5 Key Constituents' Weighting Down to 36.1% ,939,news-daily
2021-02-23," HSI Once Soars Over 600 Pts; Sands, Galaxy, Sino Biopharm Rocket 11%-13% ",939,news-daily
2021-02-23," Casinos Leap 6%-10%, Outshone by Galaxy; Macau Lifts Quarantine for CN Visitors From Today ",939,news-daily
2021-02-22," <Research Report>G Sachs: PBOC Keeps LPR Intact, In Line; Recommends Buy on CCB, ICBC  ",939,news-daily
2021-02-22," *G Sachs: PBOC Keeps LPR Intact, In Line; Recommends Buy on CCB, ICBC  ",939,news-daily
2021-02-18, US Stocks Jumble; HSI Sweetened by Southbound Fund Comeback   ,939,news-daily
2021-02-16, HSI Keeps Logging MTD High; Shall Eye on Laggard Constituents ,939,news-daily
2021-02-11, <Research Report>M Stanley Assumes CCB (00939.HK) Shr to Rise in 60 Days; Rated OW with $7.3 TP ,939,news-daily
2021-02-11, *M Stanley Assumes CCB (00939.HK) Shr to Rise in 60 Days; Rated OW with $7.3 TP  ,939,news-daily
2021-02-10," HSI Upswing Wilder to Over 500 Pts to Excel 30,000, Led by Tencent, Meituan, Financials  ",939,news-daily
2021-02-10," CBIRC: CN Commercial Banks Gross Total NP RMB1.94T Last Yr, Down 2.7% YoY ",939,news-daily
2021-02-09, Temasek CEO Ho Ching Stepping Down in Oct ,939,news-daily
2021-02-06, CCB (00939.HK) Appoints Wang Jiang as President ,939,news-daily
2021-02-04," *CICC: PRC Needs to Balance Policy Goals, May Favor CN Banks' 2021 Result ",939,news-daily
2021-02-03," <Research Report>M Stanley Lists Top 20 Stocks by Southbound Net Inflows in 2020, 2021 YTD (Table) ",939,news-daily
2021-02-02," <Research Report>M Stanley: CN Banks' Prices To Backed by PRC 2021 Interest Rate, Policy Trend ",939,news-daily
2021-02-02," *M Stanley: CN Banks' Prices To Backed by PRC 2021 Interest Rate, Policy Trend ",939,news-daily
2021-02-02, CCB: Precious Metals on Int'l Mkt Recently Mark More Rattled Prices  ,939,news-daily
2021-01-27, <Research Report>UBS: MTD Southbound Net Fund Inflow $250B; Lists Top-10 Southbound Holdings/ Names to Add ,939,news-daily
2021-01-27," <Research Report>UBS' Top-10 HK Shr Holdings by Southbound Investors, Fund Inflow/ Outflow Stat. (Table)   ",939,news-daily
2021-01-27,CICC: CN Monetary Policy Neutralizing Instead of Systematic Tightening,939,news-daily
2021-01-27,Nomura Lifts CCB (00939.HK) TP to $7.68; Rated Buy,939,news-daily
2021-01-27,*Nomura Lifts CCB (00939.HK) TP to $7.68; Rated Buy,939,news-daily
2021-01-26,HSBC Global Research Lists CN Mutual Funds Locomotive/ Southbound Flows' Major Holdings (Table) ,939,news-daily
2021-01-26,"HSBC Foresees Southbound Inflows to Expand to RMB800B This Yr, Up 32%",939,news-daily
2021-01-20,"BOC President Wang Jiang To Return to CCB, Take Up President Role",939,news-daily
2021-01-20,Mkt Gaining Momentum to Attempt Peak as Turnover Runs ahead HSI,939,news-daily
2021-01-18,"CICC: Southbound Capital Flows Into CN Banks Last Week, Mostly to CMB, CCB, ICBC",939,news-daily
2021-01-18,"*CICC: Southbound Capital Flows Into CN Banks Last Week, Mostly to CMB, CCB, ICBC",939,news-daily
2021-01-15,"CBIRC, PBoC: Commercial Banks Shall Not Engage in Fixed Deposit etc via Non-self-owned Online Platform",939,news-daily
