2021-02-09," PRC 2020 Registered Newborn Babies Slump 14.8% to 10.04M, Hinting at Deteriorating Aging Problem ",6186,news-daily
2021-02-03," <Research Report>M Stanley Lists Top 20 Stocks by Southbound Net Inflows in 2020, 2021 YTD (Table) ",6186,news-daily
2021-02-01, *Citi Lifts CHINA FEIHE (06186.HK) TP to $27.2; Rated Buy ,6186,news-daily
2021-01-14," *BofAS Initiates CHINA FEIHE (06186.HK) at Buy, TP $27 ",6186,news-daily
2021-01-05," <Research Report>Citi Latest Ratings, TPs on CN Staples (Table) ",6186,news-daily
2021-01-05," <Research Report>Citi: 2021 CN Consumer Top-picks Incl. Mengniu, CR Beer, China Feihe, Li Ning, 4 Other Names  ",6186,news-daily
2021-01-04, Citi's Latest H-Shr Top Picks (Table) ,6186,news-daily
2020-12-31," <Review>Top 5 Gainers, Losers among HSCEI Constituents in 2020 (Table) ",6186,news-daily
2020-12-17," CCBI: HSI 2021E Target at 23,500-29,500; Hails 10 Stocks Incl. Tencent, Sunny Optical, Geely ",6186,news-daily
2020-12-04, HKD1.4B Southbound Trading Net Inflow to TENCENT ,6186,news-daily
2020-11-16," <Research Report>CICC Expects MEITUAN-W, BABA-SW to Get US$1.08B, US$170M Inflow by Joining HSI ",6186,news-daily
2020-11-13," HSCEI Review Results: JD-SW, NTES-S, SMIC etc Added; CITIC BANK, CHINA TELECOM etc Deleted ",6186,news-daily
2020-11-11," <Research Report>G Sachs Picks CN Consumer Leaders, Stock Ideas to Lead Consumption Revival  ",6186,news-daily
2020-11-11, G Sachs' PRC 14th FYP Beneficiary Ideas (Table)  ,6186,news-daily
2020-09-07, CHINA FEIHE Offers to Buy YST DAIRY at 1.6% Premium ,6186,news-daily
2020-08-21, *JPM Downgrades CHINA FEIHE (06186.HK) to Neutral with TP Up to $17.2  ,6186,news-daily
2020-08-19," SH-HK Connect Southbound Capital Inflow to China Feihe, Tencent  ",6186,news-daily
2020-08-19, CHINA FEIHE (06186.HK): No Plan to Raise Product Prices So Far ,6186,news-daily
2020-08-18," <Result Ann>CHINA FEIHE (06186.HK) Interim NP RMB2.753B, Up 57.2%; Interim Div HK13.75 Cents ",6186,news-daily
2020-07-13, *Citi Raises CHINA FEIHE (06186.HK) TP to $21.2; Rated Buy ,6186,news-daily
2020-07-09,CHINA FEIHE Clarifies Again: Blue Orca Allegations Groundless ,6186,news-daily
2020-07-08,"CHINA FEIHE Sees 1H20 Revenue to Grow Over 40%, Denies Blue Orca' Allegations",6186,news-daily
2020-07-08,"*Shortseller Blue Orca Blasts CHINA FEIHE (06186.HK) for Figure Massage, Shr Value $5.67 Only",6186,news-daily
2020-07-03,CCBI's 2H20 Top-10 HK Stocks (Table),6186,news-daily
2020-07-03,"CCBl Sees HSI to Start Low, End High in 2H20, Target 28,000; Tencent, Xiaomi Among 10 Top-picks",6186,news-daily
2020-06-30,"JPM, Nomura Top Picks (Part 3) ",6186,news-daily
2020-06-30,"M Stanley, G Sachs Top Picks (Part 1)",6186,news-daily
2020-05-26,CHINA FEIHE Jumps 6.5% to Surpass 50 MA on MSCI China Index Inclusion Next Mon,6186,news-daily
2020-05-15,"JPM Upgrades CHINA FEIHE (06186.HK) to Overweight, Target Lifted to $15",6186,news-daily
2020-05-15,"*JPM Upgrades CHINA FEIHE (06186.HK) to Overweight, Target Lifted to $15",6186,news-daily
2020-05-14,SH-HK Connect Southbound Capital Inflow Expands to $2.93B,6186,news-daily
2020-05-14,"CHINA FEIHE (06186.HK) Tanks Over 7% on Block Trade, Involving 292.4M Shrs",6186,news-daily
2020-05-13,"MSCI China Index To Add 56 Stocks, Delete 45 ",6186,news-daily
2020-03-24,CHINA FEIHE: Rapid Revenue Growth Kept for 2M20; Production Adds Over 40% YoY ,6186,news-daily
