2021-03-01," <Research Report>CICC's Forecast on HSTI, HSCEI Adjustment, Potential Fund Flow (Table) ",01801,news-daily
2021-02-04, *Nomura Adds INNOVENT BIO (01801.HK) TP to $113.4; Rated Buy ,1801,news-daily
2021-02-03," <Research Report>M Stanley Lists Top 20 Stocks by Southbound Net Inflows in 2020, 2021 YTD (Table) ",1801,news-daily
2021-01-15, INNOVENT BIO (01801.HK) Mulls Placing Shrs at Around 4.9% Discount for $4.67B Net Proceeds ,1801,news-daily
2021-01-14, INNOVENT BIO Proposes to Place Shrs at 4.8%-6.3% Discount: Sources   ,1801,news-daily
2021-01-14, <Research Report>UBS Hikes INNOVENT BIO (01801.HK) TP to $112.8; Rated Buy ,1801,news-daily
2021-01-14, *UBS Hikes INNOVENT BIO (01801.HK) TP to $112.8; Rated Buy ,1801,news-daily
2021-01-12," <Research Report>M Stanley's Latest Ratings, TPs on CN Drugmakers (Table)  ",1801,news-daily
2021-01-12," <Research Report>M Stanley Most Upbeat on Innovative Drug, Biotech Names; Top-picks WuXi Bio, Hansoh Pharma, Innovent Bio with TP Revision ",1801,news-daily
2020-12-28, CN Medical Insurance Drug Catalog Tweaked; 14 Exclusive Drugs' Avg Price Cut by Over 43% ,1801,news-daily
2020-12-17, HKD436.6M Southbound Trading Net Outflow from MEITUAN-W ,1801,news-daily
2020-12-15, HKD523.3M Southbound Trading Net Outflow from XIAOMI-W ,1801,news-daily
2020-12-15, <Research Report>Macquarie Sees 60-80% Price Cut in Latest CN NRDL; Advises Bottom-fishing Drugmakers after Talks Over ,1801,news-daily
2020-12-15, *CICC: Mkt Bearish on Medical Insurance Innovative Drug Talks; Eyes Industry Policy Changes ,1801,news-daily
2020-12-15, *Macquarie Sees 60-80% Price Cut in Latest CN NRDL; Advises Bottom-fishing Drugmakers after Talks Over ,1801,news-daily
2020-12-15, CN's NRDL Drugs Subject to 50%- Price Cuts For Now: Rumours ,1801,news-daily
2020-12-15," Pharmas Well-shaped Broadly with INNOVENT BIO Up Over 9%; Yet SINOPHARM, CANSINOBIO-B Down 4-6.6% ",1801,news-daily
2020-11-11, G Sachs' PRC 14th FYP Beneficiary Ideas (Table)  ,1801,news-daily
2020-11-03, <Research Report>Daiwa Initiates INNOVENT BIO (01801.HK) at Buy with $70 TP ,1801,news-daily
2020-11-03, *Daiwa Initiates INNOVENT BIO (01801.HK) at Buy with $70 TP  ,1801,news-daily
2020-10-12,INNOVENT BIO Jumps Over 10% as New Drug Approved for PRC Marketing,1801,news-daily
2020-09-23,Macquarie Lifts INNOVENT BIO (01801.HK) TP to $76.01; Restated Sector Top-pick,1801,news-daily
2020-09-23,*Macquarie Lifts INNOVENT BIO (01801.HK) TP to $76.01; Restated Sector Top-pick,1801,news-daily
2020-09-07,"SZ-HK Connect Southbound Capital Inflow to Innovent Bio, Tianli Edu, SMIC",1801,news-daily
2020-09-02,BofAS Lifts INNOVENT BIO (01801.HK) TP to $65; Rated Buy,1801,news-daily
2020-09-02,*BofAS Lifts INNOVENT BIO (01801.HK) TP to $65; Rated Buy ,1801,news-daily
2020-09-01,HSI Cascades after Early Rise; 250MA Resistance Enormous ,1801,news-daily
2020-08-31,8 Biotech Firms Not to Added to Related Stock Connect Indexes Next Mon ,1801,news-daily
2020-08-27,INNOVENT BIO (01801.HK) Interim Loss Narrows to RMB608M; Nil Div,1801,news-daily
2020-08-26,Resistance at 250 MA To Be Key,1801,news-daily
2020-08-12,INNOVENT BIO: Supplemental New Drug Application for Inhibitor Product Accepted ,1801,news-daily
2020-07-23,"INNOVENT BIO (01801.HK) Slumps 3.7% on Discounted Shr Placing, Chairman Stake Cut ",1801,news-daily
2020-07-23,INNOVENT BIO Proposes Shr Placing at Almost 5% Discount to Raise Over $2.7B; Chair Cuts Stake by Over 2%,1801,news-daily
2020-07-20,G Sachs Hikes INNOVENT BIO (01801.HK) TP to $60.8; Rated Buy,1801,news-daily
2020-07-20,*G Sachs Hikes INNOVENT BIO (01801.HK) TP to $60.8; Rated Buy,1801,news-daily
