Date,Open,High,Low,Close,Volume
2005-09-29,0.3410414038167966,0.3576775789260864,0.3410414038167966,0.3576775789260864,3840
2005-09-30,0.35767751577438783,0.3659955894654803,0.35767751577438783,0.3618365526199341,2235
2005-10-03,0.3618366165059541,0.3618366165059541,0.35351854134621885,0.3576775789260864,690
2005-10-04,0.3618365526199341,0.3618365526199341,0.3618365526199341,0.3618365526199341,130
2005-10-05,0.3576775531048931,0.3576775531048931,0.3493594537558325,0.3535185158252716,890
2005-10-06,0.3535185230097231,0.3535185230097231,0.3327233113991832,0.3410413861274719,2560
2005-10-07,0.3410413526675451,0.35351848832565136,0.3410413526675451,0.34520038962364197,210
2005-10-10,0.3452004164762111,0.3576775531048931,0.3452004164762111,0.3535185158252716,1105
2005-10-12,0.36183656223784505,0.36183656223784505,0.3410413526675451,0.34520038962364197,3240
2005-10-13,0.34520038962364197,0.3493594265797388,0.34520038962364197,0.34520038962364197,2050
2005-10-14,0.3452004010079353,0.3452004010079353,0.3327232897281647,0.3327232897281647,2890
2005-10-17,0.32440519075183444,0.3327232897281647,0.32440519075183444,0.3327232897281647,844
2005-10-18,0.3368823826313019,0.341041420413569,0.3368823826313019,0.3368823826313019,185
2005-10-19,0.3368823307122559,0.3368823307122559,0.32856425642967224,0.32856425642967224,675
2005-10-20,0.33688232682142155,0.33688232682142155,0.3285642526349078,0.3327232897281647,550
2005-10-21,0.33272329357096403,0.33272329357096403,0.32440519449856364,0.32856425642967224,570
2005-10-24,0.3202461573572718,0.32856425642967224,0.3202461573572718,0.32856425642967224,2095
2005-10-25,0.3285642526349078,0.3327232897281647,0.3285642526349078,0.3327232897281647,8679
2005-10-26,0.33272329357096403,0.33272329357096403,0.32440519449856364,0.32856425642967224,1405
2005-10-27,0.32440522739573746,0.32440522739573746,0.3119281147065872,0.3202461898326874,165
2005-10-28,0.3077690303325653,0.3160871041935053,0.3077690303325653,0.3077690303325653,1325
2005-10-31,0.31608709692955017,0.31608709692955017,0.31192806009465845,0.31608709692955017,530
2005-11-01,0.3202462067124129,0.3368823826313019,0.3202462067124129,0.3368823826313019,3340
2005-11-02,0.3452004234916163,0.3452004234916163,0.3327233113991832,0.3410413861274719,1210
2005-11-03,0.34104132000428256,0.35767749102515484,0.34104132000428256,0.349359393119812,6655
2005-11-04,0.3576775531048931,0.3576775531048931,0.3493594537558325,0.3535185158252716,4941
2005-11-07,0.35351848832565136,0.35351848832565136,0.34520038962364197,0.34520038962364197,5345
2005-11-08,0.34520038962364197,0.34520038962364197,0.3410413526675451,0.34520038962364197,2743
2005-11-09,0.34104132000428256,0.349359393119812,0.34104132000428256,0.349359393119812,4945
2005-11-10,0.35351848832565136,0.35351848832565136,0.3410413526675451,0.34520038962364197,1745
2005-11-11,0.35351848832565136,0.35351848832565136,0.3368823157114483,0.34520038962364197,685
2005-11-14,0.3452004010079353,0.3452004010079353,0.32440519075183444,0.3327232897281647,392
2005-11-15,0.3327233448490348,0.341041420413569,0.3327233448490348,0.3368823826313019,4235
2005-11-16,0.33688232682142155,0.33688232682142155,0.3327232897281647,0.3327232897281647,1037
2005-11-17,0.3327233448490348,0.3368823826313019,0.3327233448490348,0.3368823826313019,1335
2005-11-18,0.3368823826313019,0.341041420413569,0.3327233448490348,0.3368823826313019,2145
2005-11-21,0.3368823826313019,0.3368823826313019,0.3327233448490348,0.3368823826313019,681
2005-11-22,0.3368823826313019,0.3368823826313019,0.3327233448490348,0.3368823826313019,260
2005-11-23,0.3327232787553514,0.34520038962364197,0.3327232787553514,0.34520038962364197,440
2005-11-24,0.3452004581958361,0.3452004581958361,0.3368823826313019,0.3368823826313019,1335
2005-11-25,0.3368823487633276,0.3410413861274719,0.3368823487633276,0.3410413861274719,250
2005-11-28,0.3327232897281647,0.33688232682142155,0.32440519075183444,0.3327232897281647,3420
2005-11-29,0.32856425642967224,0.32856425642967224,0.32440519449856364,0.32856425642967224,1240
2005-11-30,0.3244051933288574,0.3244051933288574,0.31608711907626624,0.3244051933288574,725
2005-12-01,0.3202461898326874,0.3202461898326874,0.3160871522696373,0.3202461898326874,1415
2005-12-02,0.32440519449856364,0.33272329357096403,0.31608712021597996,0.32856425642967224,7480
2005-12-05,0.33272329357096403,0.3410413678535477,0.32440519449856364,0.32856425642967224,8514
2005-12-06,0.332723269058932,0.3368823058938237,0.31608709692955017,0.31608709692955017,13290
2005-12-07,0.3285642552449697,0.3285642552449697,0.31608711907626624,0.3244051933288574,5938
2005-12-08,0.3244051705993336,0.3244051705993336,0.31192806009465845,0.31608709692955017,11345000
2005-12-09,0.31608709692955017,0.31608709692955017,0.31192806009465845,0.31608709692955017,4777500
2005-12-12,0.3202461898326874,0.3202461898326874,0.3160871522696373,0.3202461898326874,3525000
2005-12-13,0.3202461337644419,0.3244051705993336,0.31608709692955017,0.31608709692955017,6831000
2005-12-14,0.3160871041935053,0.3160871041935053,0.3077690303325653,0.3077690303325653,4995000
2005-12-15,0.30776900380372296,0.31192804037569544,0.299450930659778,0.3036099672317505,7635000
2005-12-16,0.29945099265999225,0.29945099265999225,0.28697385557091665,0.295291930437088,7850000
2005-12-19,0.28697385557091665,0.29945099265999225,0.28697385557091665,0.295291930437088,1760000
2005-12-20,0.29529190827980384,0.29529190827980384,0.2869738340377808,0.2869738340377808,6166000
2005-12-21,0.2911329102828988,0.2994510104325725,0.27033769709344463,0.2786557972431183,21375000
2005-12-22,0.2786557635620633,0.2869738379165133,0.2786557635620633,0.28281480073928833,2415000
2005-12-23,0.2828147969167692,0.2911328711587923,0.27865575979575763,0.2869738340377808,1870750
2005-12-28,0.2869738379165133,0.2911328750937384,0.2786557635620633,0.28281480073928833,940000
2005-12-29,0.28697387260297197,0.28697387260297197,0.2786557972431183,0.2786557972431183,2013000
2005-12-30,0.2786557396702432,0.2786557396702432,0.2661786044185352,0.27033764123916626,4575000
2006-01-03,0.2744966745376587,0.2744966745376587,0.262019540572859,0.2744966745376587,2440000
2006-01-04,0.2744967263848383,0.28281480073928833,0.2744967263848383,0.28281480073928833,3480000
2006-01-05,0.29113285782086984,0.3119280672630353,0.28697382089039986,0.3077690303325653,8995000
2006-01-06,0.3160871041935053,0.3160871041935053,0.3077690303325653,0.3077690303325653,10945000
2006-01-09,0.3202461536585776,0.3452004010079353,0.3160871165653207,0.3327232897281647,27575000
2006-01-10,0.349359393119812,0.3535184544673901,0.33272324688875304,0.349359393119812,53252000
2006-01-11,0.35767756343250345,0.3826318126205808,0.3535185260327936,0.37847277522087097,60726000
2006-01-12,0.3909497887610361,0.4117449953015851,0.3826317160607413,0.3867907524108887,50081000
2006-01-13,0.3951089045272281,0.3992679417133331,0.3826317929689133,0.3992679417133331,19646750
2006-01-16,0.3992679417133331,0.4034270036892552,0.3909498673411232,0.3992679417133331,21681685
2006-01-17,0.4034269572408103,0.4034269572408103,0.3784727122074631,0.3826317489147186,13980249
2006-01-18,0.3826318544561538,0.3951089680194855,0.37431375395744493,0.3951089680194855,32430000
2006-01-19,0.3951089248197104,0.3992679622194201,0.378472775220871,0.37847277522087097,8981000
2006-01-20,0.3909498593125304,0.3951088964132248,0.3576775377171579,0.3701546490192413,20560000
2006-01-23,0.3618365491131876,0.3701546227236653,0.35767751230794875,0.3659955859184265,5028600
2006-01-24,0.3701546140031379,0.3826317489147186,0.3701546140031379,0.3826317489147186,32407000
2006-01-25,0.3909498648208778,0.4824487566947937,0.3909498648208778,0.4824487566947937,189819400
2006-01-26,0.4658126573025417,0.4907668828964233,0.4491765069066206,0.4907668828964234,59950000
2006-01-27,0.5157211422920227,0.5323572921789791,0.4990849924050663,0.5157211422920227,75440
2006-02-01,0.4990849419872116,0.5157210901935745,0.4907668183043977,0.5074030160903931,44149800
2006-02-02,0.5074030673485445,0.5157211422920227,0.4907668678819506,0.5157211422920227,16005000
2006-02-03,0.4990850076740229,0.5074030828719834,0.4907668828964233,0.4907668828964234,12385000
2006-02-06,0.4907667404327936,0.5573114218586424,0.4907667404327936,0.5489933490753174,60010000
2006-02-07,0.5489934943399811,0.598901993825434,0.5240392198074358,0.5822657942771912,76864000
2006-02-08,0.5905838692614936,0.6155381437940389,0.5739477192928887,0.5822657942771912,67903500
2006-02-09,0.607219934463501,0.6155380076074459,0.5905837385959843,0.607219934463501,30542500
2006-02-10,0.5989019403812642,0.6072200146232872,0.5656295938335384,0.5739476680755615,43217000
2006-02-13,0.5822657731615315,0.5822657731615315,0.5240392008033419,0.5323572754859924,41960000
2006-02-14,0.5489934204586631,0.5489934204586631,0.4907668042451728,0.5240391492843628,35525000
2006-02-15,0.5489934056992243,0.5489934056992243,0.5240391351958084,0.5406752824783325,20065000
2006-02-16,0.5489933490753174,0.5573114218586424,0.5323571539290429,0.5489933490753174,10766000
2006-02-17,0.5656296698460902,0.5656296698460902,0.5489935191263828,0.5573115944862366,19155000
2006-02-20,0.5573115944862366,0.5739477452059439,0.5406753941868893,0.5573115944862366,9159500
2006-02-21,0.5573115271241266,0.5739476758330266,0.5489934527696766,0.5656296014785767,11875000
2006-02-22,0.5656296014785767,0.5739476758330266,0.5573115271241266,0.5656296014785767,5542100
2006-02-23,0.5739475923080946,0.6238560807513909,0.5739475923080946,0.607219934463501,51411050
2006-02-24,0.6155380755965935,0.6155380755965935,0.5905838038288124,0.5989019274711609,6622000
2006-02-27,0.6072199868041906,0.6155380606651306,0.5905837895026796,0.6155380606651306,8656800
2006-02-28,0.6155381123079451,0.6404923359843906,0.5989019631903147,0.6238561868667603,35550000
2006-03-01,0.6238562294131744,0.6404923796653748,0.6155381542870744,0.6404923796653748,22817000
2006-03-02,0.6404923490338641,0.6820827722549438,0.6404923490338641,0.6820827722549438,38394000
2006-03-03,0.6737646536428431,0.6737646536428431,0.6571285052698156,0.6654465794563293,21009000
2006-03-06,0.6737646975266551,0.6987189217115213,0.6654466227983664,0.6820827722549438,25760000
2006-03-07,0.690400809989679,0.690400809989679,0.6488103889971273,0.6571285128593445,20876700
2006-03-08,0.6488103718474587,0.6571284954898072,0.5822657297660961,0.5989019274711609,30635000
2006-03-09,0.5989019274711609,0.5989019274711609,0.5989019274711609,0.5989019274711609,0
2006-03-10,0.6488103561088906,0.6571284795494615,0.5989019129432507,0.6155380606651306,39250000
2006-03-13,0.6321743045392746,0.6488104547914749,0.6155381542870744,0.6404923796653748,14252895
2006-03-14,0.6488103718474587,0.6488103718474587,0.5656295816406635,0.5989019274711609,24596700
2006-03-15,0.6072199868041906,0.6238561345260706,0.6072199868041906,0.6155380606651306,12900000
2006-03-16,0.6238561201893169,0.6321741938591003,0.60721997284975,0.6321741938591003,11887500
2006-03-17,0.6321742743055755,0.6904008469832326,0.6321742743055755,0.6820827722549438,34039000
2006-03-20,0.690400809989679,0.6987188842722627,0.6404923147145436,0.6571285128593445,22845000
2006-03-21,0.6571285104899395,0.6571285104899395,0.6404923124051236,0.6488103866577148,8410000
2006-03-22,0.6404922675288838,0.6488103411986672,0.6238561201893169,0.6321741938591003,13180000
2006-03-23,0.6488103866577148,0.6571285104899395,0.6321742381525325,0.6488103866577148,8473500
2006-03-24,0.6571285128593445,0.6654465871419281,0.6488103889971273,0.6571285128593445,16688000
2006-03-27,0.6654466227983664,0.6820827722549438,0.6571285480700777,0.6820827722549438,16882576
2006-03-28,0.6820827278293569,0.6820827278293569,0.6571285052698156,0.6654465794563293,3780500
2006-03-29,0.6654465871419281,0.6654465871419281,0.6488103889971273,0.6571285128593445,5831250
2006-03-30,0.6654465871419281,0.6654465871419281,0.6404923147145436,0.6571285128593445,6830000
2006-03-31,0.665446538117864,0.665446538117864,0.6155380465195335,0.6321741938591003,8971500
2006-04-03,0.6488104105432058,0.6488104105432058,0.6155381123079451,0.6238561868667603,14205000
2006-04-04,0.6238562294131744,0.6404923796653748,0.6238562294131744,0.6404923796653748,8944600
2006-04-06,0.640492224851291,0.7236730551658392,0.640492224851291,0.698718786239624,67990000
2006-04-07,0.7070369766513027,0.7153550505634964,0.6820827053350902,0.6904007792472839,17692600
2006-04-10,0.7070371171003818,0.7070371171003818,0.6654466896980696,0.6737647652626038,12306000
2006-04-11,0.6987188278153126,0.7403092454473307,0.6820826805943572,0.731991171836853,51803200
2006-04-12,0.7236730982263753,0.7403092454473307,0.7153550246158975,0.731991171836853,21970500
2006-04-13,0.7319911803851968,0.8401262377434897,0.7319911803851968,0.815172016620636,62558925
2006-04-18,0.8318081429151795,0.8733985103972353,0.7985357993499058,0.8401262164115906,23583212
2006-04-19,0.8650804369008241,0.8650804369008241,0.8151719959223571,0.8401262164115906,18385000
2006-04-20,0.8817166386657342,0.8900348118381267,0.8318081945869632,0.8484443426132202,12797250
2006-04-21,0.8484443792395601,0.8484443792395601,0.7569455115656165,0.7985358834266663,24947500
2006-04-24,0.7985358856532582,0.8068540096282959,0.7569455136762402,0.8068540096282959,27145000
2006-04-25,0.8068540073785103,0.8234901561229302,0.7735816603100364,0.7985358834266663,20594800
2006-04-26,0.8068539619183293,0.8068539619183293,0.7569454689174056,0.7818996906280518,16519005
2006-04-27,0.7902177180729701,0.7985357914874812,0.7652634978294371,0.7652634978294373,11225000
2006-04-28,0.7652634321214825,0.7818995775220722,0.7403091644409742,0.7735815048217773,13210000
2006-05-02,0.7735815985029164,0.8151720166206361,0.7735815985029164,0.815172016620636,8100000
2006-05-03,0.8151720840236996,0.8318082328145068,0.7985358856532582,0.8068540096282959,5727000
2006-05-04,0.8151721275869839,0.8234902024269103,0.7985359283274941,0.8234902024269104,6650000
2006-05-08,0.8318081640358719,0.8401262377434897,0.8068539429130182,0.815172016620636,5580000
2006-05-09,0.8318082328145068,0.8318082328145068,0.7985358856532582,0.8068540096282959,2150000
2006-05-10,0.8318082772668368,0.8484444269466898,0.8068540527470573,0.8234902024269104,30309000
2006-05-11,0.8234900903282539,0.8234900903282539,0.8068539429130182,0.815172016620636,3047000
2006-05-12,0.8068539619183293,0.8068539619183293,0.7818996906280518,0.7818996906280518,4867000
2006-05-15,0.7987148263960684,0.7987148263960684,0.7230471271007574,0.7734922766685486,8481000
2006-05-16,0.7903072311106246,0.7903072311106246,0.7482696023053554,0.7650846838951111,4805000
2006-05-17,0.7818997932443885,0.7818997932443885,0.7566771934041171,0.7734922766685486,2506500
2006-05-18,0.7734921973564922,0.7734921973564922,0.7314545686749797,0.7398620843887329,2800000
2006-05-19,0.7398620843887329,0.765084681642739,0.7398620843887329,0.7398620843887329,2922300
2006-05-22,0.7650848194705049,0.7650848194705049,0.6641945125048833,0.6894170641899109,4130
2006-05-23,0.6726019813065423,0.6978245311755711,0.6557868979477711,0.6641944646835327,4345000
2006-05-24,0.6726019382476807,0.6810094543324551,0.6641944221629064,0.6726019382476807,3331000
2006-05-25,0.6978245311755711,0.6978245311755711,0.6557868979477711,0.6641944646835327,2294815
2006-05-26,0.6641944646835327,0.6726019813065423,0.6641944646835327,0.6641944646835327,1485000
